SizeRank,County,Year,Value,Impact
178,Orleans Parish,2018,141617.5137371718,Affected
274,Caddo Parish,2018,40006.88063654139,Unaffected
462,Livingston Parish,2018,132714.4986161278,Unaffected
1041,Washington Parish,2018,49088.20342324188,Affected
1360,Iberville Parish,2018,98029.0195852764,Unaffected
1560,West Baton Rouge Parish,2018,108827.4554990502,Unaffected
1661,Plaquemines Parish,2018,172111.21660487365,Affected
1725,Pointe Coupee Parish,2018,104246.08223984196,Unaffected
2071,West Feliciana Parish,2018,138796.54217126564,Unaffected
158,East Baton Rouge Parish,2018,122102.61580919688,Unaffected
160,Jefferson Parish,2018,146108.18714332933,Affected
178,Orleans Parish,2018,143394.4063128467,Affected
274,Caddo Parish,2018,40426.36745690084,Unaffected
462,Livingston Parish,2018,133764.76168724886,Unaffected
1041,Washington Parish,2018,49103.663625466426,Affected
1360,Iberville Parish,2018,98424.80076222486,Unaffected
1560,West Baton Rouge Parish,2018,108324.48358667818,Unaffected
1661,Plaquemines Parish,2018,171427.8756665485,Affected
1725,Pointe Coupee Parish,2018,103311.25534533086,Unaffected
2071,West Feliciana Parish,2018,139006.8009215195,Unaffected
158,East Baton Rouge Parish,2018,122209.8065446204,Unaffected
160,Jefferson Parish,2018,146520.45920265064,Affected
178,Orleans Parish,2018,145027.00366775916,Affected
274,Caddo Parish,2018,40606.73648285392,Unaffected
462,Livingston Parish,2018,134464.5935079468,Unaffected
1041,Washington Parish,2018,49095.41818428,Affected
1360,Iberville Parish,2018,98939.11015622824,Unaffected
1560,West Baton Rouge Parish,2018,107771.0083470393,Unaffected
1661,Plaquemines Parish,2018,170618.79175013042,Affected
1725,Pointe Coupee Parish,2018,101991.98475550264,Unaffected
2071,West Feliciana Parish,2018,139654.06805465397,Unaffected
158,East Baton Rouge Parish,2018,121594.49049608334,Unaffected
160,Jefferson Parish,2018,146228.77672068082,Affected
178,Orleans Parish,2018,145649.53447733435,Affected
274,Caddo Parish,2018,40602.61376226071,Unaffected
462,Livingston Parish,2018,135444.77032898326,Unaffected
1041,Washington Parish,2018,49216.00776163149,Affected
1360,Iberville Parish,2018,99398.79350237148,Unaffected
1560,West Baton Rouge Parish,2018,107893.6592846874,Unaffected
1661,Plaquemines Parish,2018,168622.36430286692,Affected
1725,Pointe Coupee Parish,2018,101487.98216298231,Unaffected
2071,West Feliciana Parish,2018,139464.42290736616,Unaffected
158,East Baton Rouge Parish,2018,120631.83523756804,Unaffected
160,Jefferson Parish,2018,146192.7029154902,Affected
178,Orleans Parish,2018,145151.71596570386,Affected
274,Caddo Parish,2018,40399.56977304496,Unaffected
462,Livingston Parish,2018,136159.03167175746,Unaffected
1041,Washington Parish,2018,49253.11224697041,Affected
1360,Iberville Parish,2018,99655.43285929902,Unaffected
1560,West Baton Rouge Parish,2018,107962.71485462371,Unaffected
1661,Plaquemines Parish,2018,167706.08965102525,Affected
1725,Pointe Coupee Parish,2018,101542.6082108424,Unaffected
2071,West Feliciana Parish,2018,139490.18991107377,Unaffected
158,East Baton Rouge Parish,2018,120220.59385839502,Unaffected
160,Jefferson Parish,2018,146325.66065462132,Affected
178,Orleans Parish,2018,145049.67863102182,Affected
274,Caddo Parish,2018,40219.20074709187,Unaffected
462,Livingston Parish,2018,136636.2365804219,Unaffected
1041,Washington Parish,2018,49334.53597868638,Affected
1360,Iberville Parish,2018,100119.23892603553,Unaffected
1560,West Baton Rouge Parish,2018,108110.10211583108,Unaffected
1661,Plaquemines Parish,2018,167278.35738947938,Affected
1725,Pointe Coupee Parish,2018,101800.27824791822,Unaffected
2071,West Feliciana Parish,2018,139501.5273927051,Unaffected
158,East Baton Rouge Parish,2018,119770.18663358648,Unaffected
160,Jefferson Parish,2018,146987.35730983203,Affected
178,Orleans Parish,2018,144701.3087408953,Affected
274,Caddo Parish,2018,40136.74633522761,Unaffected
462,Livingston Parish,2018,136256.94628584626,Unaffected
1041,Washington Parish,2018,49443.788074406526,Affected
1360,Iberville Parish,2018,100564.49275010254,Unaffected
1560,West Baton Rouge Parish,2018,108331.6983477163,Unaffected
1661,Plaquemines Parish,2018,167442.23553305955,Affected
1725,Pointe Coupee Parish,2018,101792.03280673178,Unaffected
2071,West Feliciana Parish,2018,139938.53577558568,Unaffected
158,East Baton Rouge Parish,2018,119613.52325104436,Unaffected
160,Jefferson Parish,2018,147809.8400681781,Affected
178,Orleans Parish,2018,144956.91741767453,Affected
274,Caddo Parish,2018,40241.87571035454,Unaffected
462,Livingston Parish,2018,135887.96279275368,Unaffected
1041,Washington Parish,2018,49562.3162914614,Affected
1360,Iberville Parish,2018,101208.6678427921,Unaffected
1560,West Baton Rouge Parish,2018,108591.42974508874,Unaffected
1661,Plaquemines Parish,2018,168569.79961530343,Affected
1725,Pointe Coupee Parish,2018,101910.56102378666,Unaffected
2071,West Feliciana Parish,2018,140145.70248539466,Unaffected
158,East Baton Rouge Parish,2018,119275.46016240088,Unaffected
160,Jefferson Parish,2018,148474.62876383372,Affected
178,Orleans Parish,2018,145081.62971561923,Affected
274,Caddo Parish,2018,40386.17093111701,Unaffected
462,Livingston Parish,2018,135458.1691709112,Unaffected
1041,Washington Parish,2018,49626.218460656215,Affected
1360,Iberville Parish,2018,101898.19286200702,Unaffected
1560,West Baton Rouge Parish,2018,108810.96461667736,Unaffected
1661,Plaquemines Parish,2018,169876.702043352,Affected
1725,Pointe Coupee Parish,2018,101999.19951654074,Unaffected
2071,West Feliciana Parish,2018,140647.6437176184,Unaffected
158,East Baton Rouge Parish,2018,118938.4277539057,Unaffected
160,Jefferson Parish,2018,149033.25740421412,Affected
178,Orleans Parish,2018,145183.66705030124,Affected
274,Caddo Parish,2018,40556.233155587055,Unaffected
462,Livingston Parish,2018,135201.52981398368,Unaffected
1041,Washington Parish,2018,49774.63640201189,Affected
1360,Iberville Parish,2018,101926.02122601122,Unaffected
1560,West Baton Rouge Parish,2018,108989.2722823338,Unaffected
1661,Plaquemines Parish,2018,171347.48261498084,Affected
1725,Pointe Coupee Parish,2018,102277.48315658265,Unaffected
2071,West Feliciana Parish,2018,140900.1603539527,Unaffected
158,East Baton Rouge Parish,2018,118248.90273469078,Unaffected
160,Jefferson Parish,2018,150072.18299370384,Affected
178,Orleans Parish,2018,144406.53421848058,Affected
274,Caddo Parish,2018,40611.88988359543,Unaffected
462,Livingston Parish,2018,134821.20883925975,Unaffected
1041,Washington Parish,2018,50130.22105317653,Affected
1360,Iberville Parish,2018,102053.82556440082,Unaffected
1560,West Baton Rouge Parish,2018,109444.83290788389,Unaffected
1661,Plaquemines Parish,2018,172466.80125603825,Affected
1725,Pointe Coupee Parish,2018,102698.0006570904,Unaffected
2071,West Feliciana Parish,2018,141527.8445642694,Unaffected
158,East Baton Rouge Parish,2018,118099.4541131868,Unaffected
160,Jefferson Parish,2018,151153.36646927404,Affected
178,Orleans Parish,2018,143495.41296738043,Affected
274,Caddo Parish,2018,40669.60797190043,Unaffected
462,Livingston Parish,2018,134576.93764411187,Unaffected
1041,Washington Parish,2018,50522.910189680086,Affected
1360,Iberville Parish,2018,102112.57433285411,Unaffected
1560,West Baton Rouge Parish,2018,109989.03202618804,Unaffected
1661,Plaquemines Parish,2018,173197.5534811853,Affected
1725,Pointe Coupee Parish,2018,102920.62756912391,Unaffected
2071,West Feliciana Parish,2018,141972.06770818814,Unaffected
158,East Baton Rouge Parish,2019,116066.44360217008,Unaffected
160,Jefferson Parish,2019,149101.0194283747,Affected
178,Orleans Parish,2019,140327.0960192758,Affected
274,Caddo Parish,2019,39664.36980407342,Unaffected
462,Livingston Parish,2019,131850.79964170742,Unaffected
1041,Washington Parish,2019,49725.985676120734,Affected
1360,Iberville Parish,2019,100834.82347833228,Unaffected
1560,West Baton Rouge Parish,2019,108711.81644547184,Unaffected
1661,Plaquemines Parish,2019,170488.6598880531,Affected
1725,Pointe Coupee Parish,2019,101488.79307822588,Unaffected
2071,West Feliciana Parish,2019,140100.3325666811,Unaffected
158,East Baton Rouge Parish,2019,116301.3057495003,Unaffected
160,Jefferson Parish,2019,148899.56439682853,Affected
178,Orleans Parish,2019,141028.64545074062,Affected
274,Caddo Parish,2019,39247.28702519391,Unaffected
462,Livingston Parish,2019,131870.0340417043,Unaffected
1041,Washington Parish,2019,49772.55317085,Affected
1360,Iberville Parish,2019,100070.50916266716,Unaffected
1560,West Baton Rouge Parish,2019,108898.08642438892,Unaffected
1661,Plaquemines Parish,2019,170924.9770669295,Affected
1725,Pointe Coupee Parish,2019,101973.70242551542,Unaffected
2071,West Feliciana Parish,2019,140486.03290346047,Unaffected
158,East Baton Rouge Parish,2019,115729.33543380388,Unaffected
160,Jefferson Parish,2019,148349.8654916548,Affected
178,Orleans Parish,2019,141987.32844005834,Affected
274,Caddo Parish,2019,38941.56129892786,Unaffected
462,Livingston Parish,2019,131596.70309438035,Unaffected
1041,Washington Parish,2019,49855.564791889126,Affected
1360,Iberville Parish,2019,99213.0598575435,Unaffected
1560,West Baton Rouge Parish,2019,109001.34478226684,Unaffected
1661,Plaquemines Parish,2019,171627.53883523625,Affected
1725,Pointe Coupee Parish,2019,102602.36360436052,Unaffected
2071,West Feliciana Parish,2019,140854.52351392686,Unaffected
158,East Baton Rouge Parish,2019,114986.2801918195,Unaffected
160,Jefferson Parish,2019,147811.30229174244,Affected
178,Orleans Parish,2019,142892.35757675322,Affected
274,Caddo Parish,2019,38817.04386736917,Unaffected
462,Livingston Parish,2019,131696.92444173247,Unaffected
1041,Washington Parish,2019,50086.377591851575,Affected
1360,Iberville Parish,2019,98437.60983661702,Unaffected
1560,West Baton Rouge Parish,2019,109062.08499278328,Unaffected
1661,Plaquemines Parish,2019,172173.18839304222,Affected
1725,Pointe Coupee Parish,2019,102913.15101483629,Unaffected
2071,West Feliciana Parish,2019,141169.36027177036,Unaffected
158,East Baton Rouge Parish,2019,114441.64297085548,Unaffected
160,Jefferson Parish,2019,148211.17534430895,Affected
178,Orleans Parish,2019,143582.77130295665,Affected
274,Caddo Parish,2019,38960.795698924725,Unaffected
462,Livingston Parish,2019,131762.7263364586,Unaffected
1041,Washington Parish,2019,50200.77165499087,Affected
1360,Iberville Parish,2019,98940.74124706148,Unaffected
1560,West Baton Rouge Parish,2019,109320.23088747812,Unaffected
1661,Plaquemines Parish,2019,172460.69205615335,Affected
1725,Pointe Coupee Parish,2019,102819.0036885358,Unaffected
2071,West Feliciana Parish,2019,141511.5301243463,Unaffected
158,East Baton Rouge Parish,2019,114394.06313928426,Unaffected
160,Jefferson Parish,2019,148741.63984948583,Affected
178,Orleans Parish,2019,144082.8657028753,Affected
274,Caddo Parish,2019,38937.51195156009,Unaffected
462,Livingston Parish,2019,131861.9353469688,Unaffected
1041,Washington Parish,2019,50312.12870760432,Affected
1360,Iberville Parish,2019,99624.06861537136,Unaffected
1560,West Baton Rouge Parish,2019,109618.8702558506,Unaffected
1661,Plaquemines Parish,2019,172273.40974039436,Affected
1725,Pointe Coupee Parish,2019,102846.33678326818,Unaffected
2071,West Feliciana Parish,2019,141918.4895348064,Unaffected
158,East Baton Rouge Parish,2019,114482.13644453308,Unaffected
160,Jefferson Parish,2019,149462.4236809475,Affected
178,Orleans Parish,2019,144760.11905013357,Affected
274,Caddo Parish,2019,38866.64837262425,Unaffected
462,Livingston Parish,2019,131895.3424627528,Unaffected
1041,Washington Parish,2019,50435.63380232107,Affected
1360,Iberville Parish,2019,100353.96347841051,Unaffected
1560,West Baton Rouge Parish,2019,109825.38697160648,Unaffected
1661,Plaquemines Parish,2019,172385.77912984975,Affected
1725,Pointe Coupee Parish,2019,103075.12490954676,Unaffected
2071,West Feliciana Parish,2019,142311.27622947932,Unaffected
158,East Baton Rouge Parish,2019,114351.54499192275,Unaffected
160,Jefferson Parish,2019,150247.99707029338,Affected
178,Orleans Parish,2019,144958.5370711539,Affected
274,Caddo Parish,2019,38760.353004220495,Unaffected
462,Livingston Parish,2019,131996.57614694687,Unaffected
1041,Washington Parish,2019,50610.76807597679,Affected
1360,Iberville Parish,2019,101860.3206992181,Unaffected
1560,West Baton Rouge Parish,2019,110213.1119820697,Unaffected
1661,Plaquemines Parish,2019,172645.94969822848,Affected
1725,Pointe Coupee Parish,2019,103548.89855157497,Unaffected
2071,West Feliciana Parish,2019,142800.2349241366,Unaffected
158,East Baton Rouge Parish,2019,113854.48760252992,Unaffected
160,Jefferson Parish,2019,150818.95504914786,Affected
178,Orleans Parish,2019,146046.79917624005,Affected
274,Caddo Parish,2019,38572.05835161955,Unaffected
462,Livingston Parish,2019,132717.35997840855,Unaffected
1041,Washington Parish,2019,50830.44517067789,Affected
1360,Iberville Parish,2019,103131.81577269542,Unaffected
1560,West Baton Rouge Parish,2019,110678.78692936238,Unaffected
1661,Plaquemines Parish,2019,172985.08254027856,Affected
1725,Pointe Coupee Parish,2019,103782.7483620632,Unaffected
2071,West Feliciana Parish,2019,143158.60216618358,Unaffected
158,East Baton Rouge Parish,2019,113343.25749734994,Unaffected
160,Jefferson Parish,2019,151272.48195433724,Affected
178,Orleans Parish,2019,145965.81222888478,Affected
274,Caddo Parish,2019,38482.97270952877,Unaffected
462,Livingston Parish,2019,133651.7468835197,Unaffected
1041,Washington Parish,2019,51191.84942325067,Affected
1360,Iberville Parish,2019,104255.50966724948,Unaffected
1560,West Baton Rouge Parish,2019,111029.0554766738,Unaffected
1661,Plaquemines Parish,2019,173128.83437183412,Affected
1725,Pointe Coupee Parish,2019,104114.79484621972,Unaffected
2071,West Feliciana Parish,2019,143513.93239770472,Unaffected
158,East Baton Rouge Parish,2019,113142.81480264572,Unaffected
160,Jefferson Parish,2019,151363.59227011187,Affected
178,Orleans Parish,2019,145979.98494467197,Affected
274,Caddo Parish,2019,38439.44222532533,Unaffected
462,Livingston Parish,2019,134661.04671493446,Unaffected
1041,Washington Parish,2019,51355.84799164505,Affected
1360,Iberville Parish,2019,103617.7374568269,Unaffected
1560,West Baton Rouge Parish,2019,110873.15560301497,Unaffected
1661,Plaquemines Parish,2019,172604.4438877089,Affected
1725,Pointe Coupee Parish,2019,104152.25130937152,Unaffected
2071,West Feliciana Parish,2019,143314.50203984242,Unaffected
158,East Baton Rouge Parish,2019,113698.58772887108,Unaffected
160,Jefferson Parish,2019,152704.93858568315,Affected
178,Orleans Parish,2019,146011.3673867721,Affected
274,Caddo Parish,2019,38668.2303516039,Unaffected
462,Livingston Parish,2019,135286.6708832537,Unaffected
1041,Washington Parish,2019,51471.25439162627,Affected
1360,Iberville Parish,2019,103453.73888843252,Unaffected
1560,West Baton Rouge Parish,2019,110709.15703462058,Unaffected
1661,Plaquemines Parish,2019,172388.81614037557,Affected
1725,Pointe Coupee Parish,2019,104079.3630567518,Unaffected
2071,West Feliciana Parish,2019,143578.72195558893,Unaffected
158,East Baton Rouge Parish,2020,113339.0,Unaffected
160,Jefferson Parish,2020,152256.0,Affected
178,Orleans Parish,2020,144571.0,Affected
274,Caddo Parish,2020,38544.0,Unaffected
462,Livingston Parish,2020,133912.0,Unaffected
1041,Washington Parish,2020,50791.0,Affected
1360,Iberville Parish,2020,101291.0,Unaffected
1560,West Baton Rouge Parish,2020,109344.0,Unaffected
1661,Plaquemines Parish,2020,170135.0,Affected
1725,Pointe Coupee Parish,2020,102446.0,Unaffected
2071,West Feliciana Parish,2020,142076.0,Unaffected
158,East Baton Rouge Parish,2020,114578.0,Unaffected
160,Jefferson Parish,2020,153310.0,Affected
178,Orleans Parish,2020,144956.0,Affected
274,Caddo Parish,2020,38928.0,Unaffected
462,Livingston Parish,2020,134408.0,Unaffected
1041,Washington Parish,2020,51053.0,Affected
1360,Iberville Parish,2020,102062.0,Unaffected
1560,West Baton Rouge Parish,2020,109836.0,Unaffected
1661,Plaquemines Parish,2020,170928.0,Affected
1725,Pointe Coupee Parish,2020,102666.0,Unaffected
2071,West Feliciana Parish,2020,143122.0,Unaffected
158,East Baton Rouge Parish,2020,115901.0,Unaffected
160,Jefferson Parish,2020,153510.0,Affected
178,Orleans Parish,2020,144977.0,Affected
274,Caddo Parish,2020,39073.0,Unaffected
462,Livingston Parish,2020,135112.0,Unaffected
1041,Washington Parish,2020,51301.0,Affected
1360,Iberville Parish,2020,101198.0,Unaffected
1560,West Baton Rouge Parish,2020,110219.0,Unaffected
1661,Plaquemines Parish,2020,171670.0,Affected
1725,Pointe Coupee Parish,2020,103047.0,Unaffected
2071,West Feliciana Parish,2020,144054.0,Unaffected
158,East Baton Rouge Parish,2020,117015.0,Unaffected
160,Jefferson Parish,2020,153846.0,Affected
178,Orleans Parish,2020,144742.0,Affected
274,Caddo Parish,2020,39219.0,Unaffected
462,Livingston Parish,2020,135945.0,Unaffected
1041,Washington Parish,2020,51514.0,Affected
1360,Iberville Parish,2020,101336.0,Unaffected
1560,West Baton Rouge Parish,2020,110369.0,Unaffected
1661,Plaquemines Parish,2020,172713.0,Affected
1725,Pointe Coupee Parish,2020,103676.0,Unaffected
2071,West Feliciana Parish,2020,144657.0,Unaffected
158,East Baton Rouge Parish,2020,117367.0,Unaffected
160,Jefferson Parish,2020,154294.0,Affected
178,Orleans Parish,2020,144820.0,Affected
274,Caddo Parish,2020,39294.0,Unaffected
462,Livingston Parish,2020,136192.0,Unaffected
1041,Washington Parish,2020,51424.0,Affected
1360,Iberville Parish,2020,100203.0,Unaffected
1560,West Baton Rouge Parish,2020,110155.0,Unaffected
1661,Plaquemines Parish,2020,173171.0,Affected
1725,Pointe Coupee Parish,2020,103623.0,Unaffected
2071,West Feliciana Parish,2020,144653.0,Unaffected
158,East Baton Rouge Parish,2020,117073.0,Unaffected
160,Jefferson Parish,2020,154559.0,Affected
178,Orleans Parish,2020,144760.0,Affected
274,Caddo Parish,2020,39338.0,Unaffected
462,Livingston Parish,2020,136506.0,Unaffected
1041,Washington Parish,2020,51427.0,Affected
1360,Iberville Parish,2020,100497.0,Unaffected
1560,West Baton Rouge Parish,2020,110026.0,Unaffected
1661,Plaquemines Parish,2020,173350.0,Affected
1725,Pointe Coupee Parish,2020,103628.0,Unaffected
2071,West Feliciana Parish,2020,262250.11100872024,Unaffected
158,East Baton Rouge Parish,2020,116748.0,Unaffected
160,Jefferson Parish,2020,155138.0,Affected
178,Orleans Parish,2020,145450.0,Affected
274,Caddo Parish,2020,39389.0,Unaffected
462,Livingston Parish,2020,136899.0,Unaffected
1041,Washington Parish,2020,51551.0,Affected
1360,Iberville Parish,2020,100638.0,Unaffected
1560,West Baton Rouge Parish,2020,110133.0,Unaffected
1661,Plaquemines Parish,2020,173379.0,Affected
1725,Pointe Coupee Parish,2020,103573.0,Unaffected
2071,West Feliciana Parish,2020,262250.11100872024,Unaffected
158,East Baton Rouge Parish,2020,116746.0,Unaffected
160,Jefferson Parish,2020,156081.0,Affected
178,Orleans Parish,2020,146165.0,Affected
274,Caddo Parish,2020,39681.0,Unaffected
462,Livingston Parish,2020,137630.0,Unaffected
1041,Washington Parish,2020,51769.0,Affected
1360,Iberville Parish,2020,101138.0,Unaffected
1560,West Baton Rouge Parish,2020,110268.0,Unaffected
1661,Plaquemines Parish,2020,173533.0,Affected
1725,Pointe Coupee Parish,2020,103751.0,Unaffected
2071,West Feliciana Parish,2020,262250.11100872024,Unaffected
158,East Baton Rouge Parish,2020,117028.0,Unaffected
160,Jefferson Parish,2020,157836.0,Affected
178,Orleans Parish,2020,147343.0,Affected
274,Caddo Parish,2020,40094.0,Unaffected
462,Livingston Parish,2020,137986.0,Unaffected
1041,Washington Parish,2020,51945.0,Affected
1360,Iberville Parish,2020,101358.0,Unaffected
1560,West Baton Rouge Parish,2020,110279.0,Unaffected
1661,Plaquemines Parish,2020,174068.0,Affected
1725,Pointe Coupee Parish,2020,104031.0,Unaffected
2071,West Feliciana Parish,2020,137470.0,Unaffected
158,East Baton Rouge Parish,2020,117191.0,Unaffected
160,Jefferson Parish,2020,159304.0,Affected
178,Orleans Parish,2020,148765.0,Affected
274,Caddo Parish,2020,40611.0,Unaffected
462,Livingston Parish,2020,138614.0,Unaffected
1041,Washington Parish,2020,52190.0,Affected
1360,Iberville Parish,2020,101818.0,Unaffected
1560,West Baton Rouge Parish,2020,110251.0,Unaffected
1661,Plaquemines Parish,2020,174807.0,Affected
1725,Pointe Coupee Parish,2020,104262.0,Unaffected
2071,West Feliciana Parish,2020,137545.0,Unaffected
158,East Baton Rouge Parish,2020,118222.0,Unaffected
160,Jefferson Parish,2020,160436.0,Affected
178,Orleans Parish,2020,149960.0,Affected
274,Caddo Parish,2020,40645.0,Unaffected
462,Livingston Parish,2020,139700.0,Unaffected
1041,Washington Parish,2020,52548.0,Affected
1360,Iberville Parish,2020,102488.0,Unaffected
1560,West Baton Rouge Parish,2020,110811.0,Unaffected
1661,Plaquemines Parish,2020,176018.0,Affected
1725,Pointe Coupee Parish,2020,104961.0,Unaffected
2071,West Feliciana Parish,2020,138411.0,Unaffected
158,East Baton Rouge Parish,2020,118948.0,Unaffected
160,Jefferson Parish,2020,161727.0,Affected
178,Orleans Parish,2020,150689.0,Affected
274,Caddo Parish,2020,40632.0,Unaffected
462,Livingston Parish,2020,141354.0,Unaffected
1041,Washington Parish,2020,53000.0,Affected
1360,Iberville Parish,2020,103112.0,Unaffected
1560,West Baton Rouge Parish,2020,111218.0,Unaffected
1661,Plaquemines Parish,2020,176824.0,Affected
1725,Pointe Coupee Parish,2020,105488.0,Unaffected
2071,West Feliciana Parish,2020,139044.0,Unaffected
158,East Baton Rouge Parish,2000,198029.2663591172,Unaffected
160,Jefferson Parish,2000,230897.88796747968,Affected
178,Orleans Parish,2000,191359.3224796748,Affected
274,Caddo Parish,2000,132792.264846476,Unaffected
462,Livingston Parish,2000,150296.74796747966,Unaffected
1041,Washington Parish,2000,150296.74796747966,Affected
1360,Iberville Parish,2000,172569.68699312696,Unaffected
1560,West Baton Rouge Parish,2000,183871.31580885407,Unaffected
1661,Plaquemines Parish,2000,285832.149543545,Affected
1725,Pointe Coupee Parish,2000,150296.74796747966,Unaffected
2071,West Feliciana Parish,2000,201201.32127984276,Unaffected
158,East Baton Rouge Parish,2000,198029.2663591172,Unaffected
160,Jefferson Parish,2000,230782.1594715447,Affected
178,Orleans Parish,2000,191529.15780487805,Affected
274,Caddo Parish,2000,132792.264846476,Unaffected
462,Livingston Parish,2000,150296.74796747966,Unaffected
1041,Washington Parish,2000,150296.74796747966,Affected
1360,Iberville Parish,2000,172569.68699312696,Unaffected
1560,West Baton Rouge Parish,2000,183871.31580885407,Unaffected
1661,Plaquemines Parish,2000,285832.149543545,Affected
1725,Pointe Coupee Parish,2000,150296.74796747966,Unaffected
2071,West Feliciana Parish,2000,201201.32127984276,Unaffected
158,East Baton Rouge Parish,2000,198029.2663591172,Unaffected
160,Jefferson Parish,2000,230704.0051626016,Affected
178,Orleans Parish,2000,191925.9412195122,Affected
274,Caddo Parish,2000,132792.264846476,Unaffected
462,Livingston Parish,2000,150296.74796747966,Unaffected
1041,Washington Parish,2000,150296.74796747966,Affected
1360,Iberville Parish,2000,172569.68699312696,Unaffected
1560,West Baton Rouge Parish,2000,183871.31580885407,Unaffected
1661,Plaquemines Parish,2000,285832.149543545,Affected
1725,Pointe Coupee Parish,2000,150296.74796747966,Unaffected
2071,West Feliciana Parish,2000,201201.32127984276,Unaffected
158,East Baton Rouge Parish,2000,198029.2663591172,Unaffected
160,Jefferson Parish,2000,231019.62833333333,Affected
178,Orleans Parish,2000,192651.87451219512,Affected
274,Caddo Parish,2000,132792.264846476,Unaffected
462,Livingston Parish,2000,150296.74796747966,Unaffected
1041,Washington Parish,2000,150296.74796747966,Affected
1360,Iberville Parish,2000,172569.68699312696,Unaffected
1560,West Baton Rouge Parish,2000,183871.31580885407,Unaffected
1661,Plaquemines Parish,2000,285832.149543545,Affected
1725,Pointe Coupee Parish,2000,150296.74796747966,Unaffected
2071,West Feliciana Parish,2000,201201.32127984276,Unaffected
158,East Baton Rouge Parish,2000,198029.2663591172,Unaffected
160,Jefferson Parish,2000,232026.61654471545,Affected
178,Orleans Parish,2000,193451.4532113821,Affected
274,Caddo Parish,2000,132792.264846476,Unaffected
462,Livingston Parish,2000,150296.74796747966,Unaffected
1041,Washington Parish,2000,150296.74796747966,Affected
1360,Iberville Parish,2000,172569.68699312696,Unaffected
1560,West Baton Rouge Parish,2000,183871.31580885407,Unaffected
1661,Plaquemines Parish,2000,285832.149543545,Affected
1725,Pointe Coupee Parish,2000,150296.74796747966,Unaffected
2071,West Feliciana Parish,2000,201201.32127984276,Unaffected
158,East Baton Rouge Parish,2000,198029.2663591172,Unaffected
160,Jefferson Parish,2000,232004.07203252031,Affected
178,Orleans Parish,2000,194753.02304878048,Affected
274,Caddo Parish,2000,132792.264846476,Unaffected
462,Livingston Parish,2000,150296.74796747966,Unaffected
1041,Washington Parish,2000,150296.74796747966,Affected
1360,Iberville Parish,2000,172569.68699312696,Unaffected
1560,West Baton Rouge Parish,2000,183871.31580885407,Unaffected
1661,Plaquemines Parish,2000,285832.149543545,Affected
1725,Pointe Coupee Parish,2000,150296.74796747966,Unaffected
2071,West Feliciana Parish,2000,201201.32127984276,Unaffected
158,East Baton Rouge Parish,2000,198029.2663591172,Unaffected
160,Jefferson Parish,2000,231668.91028455284,Affected
178,Orleans Parish,2000,195686.36585365853,Affected
274,Caddo Parish,2000,132792.264846476,Unaffected
462,Livingston Parish,2000,150296.74796747966,Unaffected
1041,Washington Parish,2000,150296.74796747966,Affected
1360,Iberville Parish,2000,172569.68699312696,Unaffected
1560,West Baton Rouge Parish,2000,183871.31580885407,Unaffected
1661,Plaquemines Parish,2000,285832.149543545,Affected
1725,Pointe Coupee Parish,2000,150296.74796747966,Unaffected
2071,West Feliciana Parish,2000,201201.32127984276,Unaffected
158,East Baton Rouge Parish,2000,198029.2663591172,Unaffected
160,Jefferson Parish,2000,231178.94288617885,Affected
178,Orleans Parish,2000,196729.4252845528,Affected
274,Caddo Parish,2000,132792.264846476,Unaffected
462,Livingston Parish,2000,150296.74796747966,Unaffected
1041,Washington Parish,2000,150296.74796747966,Affected
1360,Iberville Parish,2000,172569.68699312696,Unaffected
1560,West Baton Rouge Parish,2000,183871.31580885407,Unaffected
1661,Plaquemines Parish,2000,285832.149543545,Affected
1725,Pointe Coupee Parish,2000,150296.74796747966,Unaffected
2071,West Feliciana Parish,2000,201201.32127984276,Unaffected
158,East Baton Rouge Parish,2000,198029.2663591172,Unaffected
160,Jefferson Parish,2000,231717.0052439024,Affected
178,Orleans Parish,2000,197676.29479674797,Affected
274,Caddo Parish,2000,132792.264846476,Unaffected
462,Livingston Parish,2000,150296.74796747966,Unaffected
1041,Washington Parish,2000,150296.74796747966,Affected
1360,Iberville Parish,2000,172569.68699312696,Unaffected
1560,West Baton Rouge Parish,2000,183871.31580885407,Unaffected
1661,Plaquemines Parish,2000,285832.149543545,Affected
1725,Pointe Coupee Parish,2000,150296.74796747966,Unaffected
2071,West Feliciana Parish,2000,201201.32127984276,Unaffected
158,East Baton Rouge Parish,2000,198029.2663591172,Unaffected
160,Jefferson Parish,2000,233577.6789837398,Affected
178,Orleans Parish,2000,198982.37353658536,Affected
274,Caddo Parish,2000,132792.264846476,Unaffected
462,Livingston Parish,2000,150296.74796747966,Unaffected
1041,Washington Parish,2000,150296.74796747966,Affected
1360,Iberville Parish,2000,172569.68699312696,Unaffected
1560,West Baton Rouge Parish,2000,183871.31580885407,Unaffected
1661,Plaquemines Parish,2000,285832.149543545,Affected
1725,Pointe Coupee Parish,2000,150296.74796747966,Unaffected
2071,West Feliciana Parish,2000,201201.32127984276,Unaffected
158,East Baton Rouge Parish,2000,198029.2663591172,Unaffected
160,Jefferson Parish,2000,235926.81715447156,Affected
178,Orleans Parish,2000,200820.50276422763,Affected
274,Caddo Parish,2000,132792.264846476,Unaffected
462,Livingston Parish,2000,150296.74796747966,Unaffected
