SizeRank,County,Year,Value,Impact
462,Livingston Parish,2010,284819.5732243093,Unaffected
1041,Washington Parish,2010,199393.52251256557,Affected
1360,Iberville Parish,2010,272241.9777121473,Unaffected
1560,West Baton Rouge Parish,2010,282404.2286109989,Unaffected
1661,Plaquemines Parish,2010,447471.3719778405,Affected
1725,Pointe Coupee Parish,2010,175946.28278974205,Unaffected
2071,West Feliciana Parish,2010,392165.32138991816,Unaffected
158,East Baton Rouge Parish,2010,361483.9168424625,Unaffected
160,Jefferson Parish,2010,345916.5163765271,Affected
178,Orleans Parish,2010,393868.5250852991,Affected
274,Caddo Parish,2010,261495.7712605936,Unaffected
462,Livingston Parish,2010,285498.48089940194,Unaffected
1041,Washington Parish,2010,199583.42675734672,Affected
1360,Iberville Parish,2010,272884.0914398136,Unaffected
1560,West Baton Rouge Parish,2010,281957.95363576326,Unaffected
1661,Plaquemines Parish,2010,447764.53665572143,Affected
1725,Pointe Coupee Parish,2010,175946.28278974205,Unaffected
2071,West Feliciana Parish,2010,389706.0614200021,Unaffected
158,East Baton Rouge Parish,2010,360613.9180210587,Unaffected
160,Jefferson Parish,2010,344130.2295740543,Affected
178,Orleans Parish,2010,393074.4879618079,Affected
274,Caddo Parish,2010,261625.14352735077,Unaffected
462,Livingston Parish,2010,286329.31197031954,Unaffected
1041,Washington Parish,2010,199353.1678605496,Affected
1360,Iberville Parish,2010,273615.22278222104,Unaffected
1560,West Baton Rouge Parish,2010,281722.9471328466,Unaffected
1661,Plaquemines Parish,2010,447479.6802885497,Affected
1725,Pointe Coupee Parish,2010,175946.28278974205,Unaffected
2071,West Feliciana Parish,2010,387410.5938612099,Unaffected
158,East Baton Rouge Parish,2010,360110.6717723887,Unaffected
160,Jefferson Parish,2010,341088.2009529662,Affected
178,Orleans Parish,2010,392705.3615860145,Affected
274,Caddo Parish,2010,261638.19944417945,Unaffected
462,Livingston Parish,2010,286983.2947132846,Unaffected
1041,Washington Parish,2010,199465.92350588835,Affected
1360,Iberville Parish,2010,273649.6429265876,Unaffected
1560,West Baton Rouge Parish,2010,281940.150112815,Unaffected
1661,Plaquemines Parish,2010,446536.0935722933,Affected
1725,Pointe Coupee Parish,2010,175946.28278974205,Unaffected
2071,West Feliciana Parish,2010,386926.3380370179,Unaffected
158,East Baton Rouge Parish,2010,357500.67530817766,Unaffected
160,Jefferson Parish,2010,336904.3730601313,Affected
178,Orleans Parish,2010,394968.7828035,Affected
274,Caddo Parish,2010,261862.5238333272,Unaffected
462,Livingston Parish,2010,287230.1702315001,Unaffected
1041,Washington Parish,2010,199330.6167314818,Affected
1360,Iberville Parish,2010,273130.9669580291,Unaffected
1560,West Baton Rouge Parish,2010,276504.1411059544,Unaffected
1661,Plaquemines Parish,2010,445263.7351322596,Affected
1725,Pointe Coupee Parish,2010,175946.28278974205,Unaffected
2071,West Feliciana Parish,2010,387723.9358650989,Unaffected
158,East Baton Rouge Parish,2011,341249.12473159394,Unaffected
160,Jefferson Parish,2011,322993.9741085361,Affected
178,Orleans Parish,2011,383472.0708058629,Affected
274,Caddo Parish,2011,253204.2088121668,Unaffected
