22   0   802040   780192   823888 17.8 17.3 18.3   258205   248346   268064 24.3 23.4 25.2   176958   168647   185269 23.0 21.9 24.1  51730  50527  52933   78493   73385   83601 27.3 25.5 29.1 Louisiana                                     LA est20-la.txt 18NOV2021
22   1    12580    10378    14782 20.7 17.1 24.3     5123     4059     6187 33.1 26.2 40.0     3217     2351     4083 28.3 20.7 35.9  45183  38648  51718                                        Acadia Parish                                 LA est20-la.txt 18NOV2021
22   3     4474     3506     5442 21.1 16.5 25.7     1340      980     1700 24.5 17.9 31.1      884      625     1143 22.2 15.7 28.7  49671  44537  54805                                        Allen Parish                                  LA est20-la.txt 18NOV2021
22   5    12284     9273    15295  9.6  7.2 12.0     4318     2986     5650 12.9  8.9 16.9     2980     1981     3979 12.0  8.0 16.0  88680  78493  98867                                        Ascension Parish                              LA est20-la.txt 18NOV2021
22   7     3382     2470     4294 15.8 11.5 20.1     1149      789     1509 26.1 17.9 34.3      819      546     1092 24.8 16.5 33.1  52046  44423  59669                                        Assumption Parish                             LA est20-la.txt 18NOV2021
22   9     7892     6127     9657 21.6 16.8 26.4     2852     1996     3708 31.0 21.7 40.3     1929     1293     2565 28.9 19.4 38.4  40448  34681  46215                                        Avoyelles Parish                              LA est20-la.txt 18NOV2021
22  11     5288     4118     6458 14.5 11.3 17.7     1768     1269     2267 19.2 13.8 24.6     1172      811     1533 17.9 12.4 23.4  53708  46301  61115                                        Beauregard Parish                             LA est20-la.txt 18NOV2021
22  13     2882     2275     3489 22.8 18.0 27.6     1074      821     1327 38.0 29.1 46.9      729      538      920 35.4 26.1 44.7  39695  33535  45855                                        Bienville Parish                              LA est20-la.txt 18NOV2021
22  15    22118    19648    24588 17.8 15.8 19.8     7554     6303     8805 24.7 20.6 28.8     4152     3093     5211 18.6 13.8 23.4  53225  46573  59877                                        Bossier Parish                                LA est20-la.txt 18NOV2021
22  17    48267    42387    54147 20.9 18.4 23.4    13954    11024    16884 25.7 20.3 31.1     9309     6839    11779 23.5 17.3 29.7  43216  39461  46971                                        Caddo Parish                                  LA est20-la.txt 18NOV2021
22  19    33070    27812    38328 16.6 14.0 19.2    11551     9043    14059 23.2 18.2 28.2     7870     6082     9658 22.2 17.2 27.2  57252  52445  62059                                        Calcasieu Parish                              LA est20-la.txt 18NOV2021
22  21     1974     1536     2412 21.4 16.7 26.1      629      446      812 28.6 20.3 36.9      403      268      538 25.3 16.8 33.8  42490  36230  48750                                        Caldwell Parish                               LA est20-la.txt 18NOV2021
22  23      910      712     1108 13.1 10.3 15.9      266      181      351 17.7 12.1 23.3      194      129      259 17.7 11.8 23.6  60887  57182  64592                                        Cameron Parish                                LA est20-la.txt 18NOV2021
22  25     2369     1904     2834 28.4 22.8 34.0      792      618      966 41.2 32.2 50.2      532      402      662 37.5 28.4 46.6  39222  33335  45109                                        Catahoula Parish                              LA est20-la.txt 18NOV2021
22  27     4001     3222     4780 31.9 25.7 38.1     1024      752     1296 38.4 28.2 48.6      696      492      900 35.1 24.8 45.4  37407  31517  43297                                        Claiborne Parish                              LA est20-la.txt 18NOV2021
22  29     4977     3977     5977 28.6 22.9 34.3     1688     1219     2157 38.8 28.0 49.6     1172      822     1522 36.9 25.9 47.9  37546  32140  42952                                        Concordia Parish                              LA est20-la.txt 18NOV2021
22  31     5429     4407     6451 19.8 16.1 23.5     1630     1233     2027 25.2 19.1 31.3     1198      899     1497 24.8 18.6 31.0  43733  37324  50142                                        De Soto Parish                                LA est20-la.txt 18NOV2021
22  33    70357    59831    80883 16.4 13.9 18.9    20300    15729    24871 20.8 16.1 25.5    13869    10360    17378 19.9 14.9 24.9  57099  52860  61338                                        East Baton Rouge Parish                       LA est20-la.txt 18NOV2021
22  35     2069     1549     2589 37.6 28.1 47.1      765      534      996 50.9 35.5 66.3      521      355      687 45.5 31.0 60.0  32813  27745  37881                                        East Carroll Parish                           LA est20-la.txt 18NOV2021
22  37     3268     2504     4032 19.9 15.3 24.5      736      505      967 22.8 15.6 30.0      494      318      670 21.2 13.7 28.7  52158  44736  59580                                        East Feliciana Parish                         LA est20-la.txt 18NOV2021
22  39     7791     6445     9137 24.5 20.3 28.7     2789     2183     3395 34.1 26.7 41.5     1909     1463     2355 32.4 24.8 40.0  38415  33702  43128                                        Evangeline Parish                             LA est20-la.txt 18NOV2021
22  41     4589     3562     5616 24.1 18.7 29.5     1797     1306     2288 37.4 27.2 47.6     1224      858     1590 35.1 24.6 45.6  42706  39074  46338                                        Franklin Parish                               LA est20-la.txt 18NOV2021
22  43     3493     2607     4379 18.2 13.6 22.8     1013      693     1333 22.4 15.3 29.5      695      462      928 21.1 14.0 28.2  56380  49783  62977                                        Grant Parish                                  LA est20-la.txt 18NOV2021
22  45    15248    12665    17831 22.5 18.7 26.3     5825     4399     7251 33.9 25.6 42.2     4115     3083     5147 32.7 24.5 40.9  50449  46782  54116                                        Iberia Parish                                 LA est20-la.txt 18NOV2021
22  47     6695     5268     8122 23.7 18.6 28.8     2005     1481     2529 31.7 23.4 40.0     1392      994     1790 30.7 21.9 39.5  36990  31584  42396                                        Iberville Parish                              LA est20-la.txt 18NOV2021
22  49     3034     2420     3648 20.9 16.7 25.1      880      626     1134 27.2 19.3 35.1      604      414      794 24.1 16.5 31.7  41940  35561  48319                                        Jackson Parish                                LA est20-la.txt 18NOV2021
22  51    68914    59679    78149 16.1 13.9 18.3    23630    19496    27764 25.2 20.8 29.6    17111    14129    20093 25.7 21.2 30.2  58586  54714  62458                                        Jefferson Parish                              LA est20-la.txt 18NOV2021
22  53     5370     4215     6525 17.6 13.8 21.4     1798     1264     2332 23.1 16.2 30.0     1269      877     1661 22.2 15.3 29.1  47924  40549  55299                                        Jefferson Davis Parish                        LA est20-la.txt 18NOV2021
22  55    39122    33636    44608 16.2 13.9 18.5    10994     8507    13481 19.3 14.9 23.7     7670     5745     9595 18.6 13.9 23.3  59362  52865  65859                                        Lafayette Parish                              LA est20-la.txt 18NOV2021
22  57    13907    11042    16772 14.5 11.5 17.5     4108     2919     5297 18.7 13.3 24.1     2909     2022     3796 17.9 12.4 23.4  56743  49593  63893                                        Lafourche Parish                              LA est20-la.txt 18NOV2021
22  59     2375     1840     2910 17.3 13.4 21.2      681      477      885 20.4 14.3 26.5      468      319      617 19.2 13.1 25.3  48306  41961  54651                                        La Salle Parish                               LA est20-la.txt 18NOV2021
22  61     9058     7118    10998 21.7 17.1 26.3     2408     1731     3085 26.9 19.3 34.5     1606     1097     2115 25.0 17.1 32.9  44728  39002  50454                                        Lincoln Parish                                LA est20-la.txt 18NOV2021
22  63    16672    13345    19999 11.7  9.4 14.0     5716     4357     7075 16.0 12.2 19.8     3652     2588     4716 13.9  9.9 17.9  61680  55584  67776                                        Livingston Parish                             LA est20-la.txt 18NOV2021
22  65     3042     2257     3827 33.6 24.9 42.3     1173      800     1546 47.4 32.3 62.5      794      523     1065 44.5 29.3 59.7  33841  28729  38953                                        Madison Parish                                LA est20-la.txt 18NOV2021
22  67     5457     4409     6505 23.3 18.8 27.8     2299     1808     2790 40.7 32.0 49.4     1759     1372     2146 43.1 33.6 52.6  36290  31255  41325                                        Morehouse Parish                              LA est20-la.txt 18NOV2021
22  69     7705     6029     9381 21.7 17.0 26.4     2652     1927     3377 31.6 23.0 40.2     1726     1171     2281 28.2 19.1 37.3  44720  38284  51156                                        Natchitoches Parish                           LA est20-la.txt 18NOV2021
22  71    79419    69665    89173 21.1 18.5 23.7    22496    17766    27226 29.9 23.6 36.2    15126    11812    18440 28.1 21.9 34.3  51704  48753  54655                                        Orleans Parish                                LA est20-la.txt 18NOV2021
22  73    34803    30017    39589 23.7 20.4 27.0    12129     9671    14587 33.4 26.6 40.2     8933     7162    10704 33.7 27.0 40.4  45251  39120  51382                                        Ouachita Parish                               LA est20-la.txt 18NOV2021
22  75     3797     3025     4569 16.6 13.2 20.0     1165      832     1498 20.1 14.3 25.9      788      539     1037 18.2 12.4 24.0  55861  47266  64456                                        Plaquemines Parish                            LA est20-la.txt 18NOV2021
22  77     3704     2811     4597 17.3 13.1 21.5     1184      824     1544 26.1 18.2 34.0      819      553     1085 24.8 16.8 32.8  49583  42386  56780                                        Pointe Coupee Parish                          LA est20-la.txt 18NOV2021
22  79    23284    19749    26819 18.7 15.9 21.5     7007     5171     8843 22.7 16.8 28.6     4746     3447     6045 21.0 15.2 26.8  45130  40145  50115                                        Rapides Parish                                LA est20-la.txt 18NOV2021
22  81     1919     1495     2343 23.7 18.5 28.9      703      527      879 36.8 27.6 46.0      460      324      596 32.6 23.0 42.2  42135  35879  48391                                        Red River Parish                              LA est20-la.txt 18NOV2021
22  83     4281     3400     5162 22.5 17.9 27.1     1596     1120     2072 34.5 24.2 44.8     1028      678     1378 31.1 20.5 41.7  43794  39857  47731                                        Richland Parish                               LA est20-la.txt 18NOV2021
22  85     5146     4361     5931 22.1 18.7 25.5     1401     1026     1776 26.0 19.1 32.9      826      548     1104 20.3 13.5 27.1  38833  34566  43100                                        Sabine Parish                                 LA est20-la.txt 18NOV2021
22  87    10053     8339    11767 21.3 17.7 24.9     3808     2991     4625 31.3 24.6 38.0     2365     1736     2994 26.2 19.2 33.2  50790  44819  56761                                        St. Bernard Parish                            LA est20-la.txt 18NOV2021
22  89     5888     4515     7261 11.3  8.7 13.9     1965     1360     2570 15.6 10.8 20.4     1352      901     1803 14.2  9.5 18.9  69889  63483  76295                                        St. Charles Parish                            LA est20-la.txt 18NOV2021
22  91     2256     1789     2723 22.7 18.0 27.4      713      503      923 34.9 24.6 45.2      555      375      735 37.6 25.4 49.8  40709  34567  46851                                        St. Helena Parish                             LA est20-la.txt 18NOV2021
22  93     2668     1942     3394 13.0  9.5 16.5      967      659     1275 21.4 14.6 28.2      693      458      928 20.5 13.6 27.4  58309  49375  67243                                        St. James Parish                              LA est20-la.txt 18NOV2021
22  95     7089     5481     8697 16.9 13.1 20.7     2487     1647     3327 24.5 16.2 32.8     1799     1175     2423 23.8 15.5 32.1  56697  49027  64367                                        St. John the Baptist Parish                   LA est20-la.txt 18NOV2021
22  97    18143    14847    21439 22.6 18.5 26.7     6275     4541     8009 29.7 21.5 37.9     4563     3308     5818 29.7 21.5 37.9  39153  35885  42421                                        St. Landry Parish                             LA est20-la.txt 18NOV2021
22  99     8847     6872    10822 17.0 13.2 20.8     3034     2105     3963 24.7 17.1 32.3     2126     1414     2838 23.7 15.8 31.6  48524  42226  54822                                        St. Martin Parish                             LA est20-la.txt 18NOV2021
22 101     9368     7287    11449 19.8 15.4 24.2     3269     2267     4271 29.0 20.1 37.9     2319     1570     3068 28.5 19.3 37.7  47236  43730  50742                                        St. Mary Parish                               LA est20-la.txt 18NOV2021
22 103    26239    21366    31112 10.0  8.1 11.9     7833     5783     9883 12.8  9.4 16.2     5654     4245     7063 12.3  9.2 15.4  67462  62712  72212                                        St. Tammany Parish                            LA est20-la.txt 18NOV2021
22 105    26792    21978    31606 20.1 16.5 23.7     9508     7286    11730 29.1 22.3 35.9     6067     4393     7741 26.1 18.9 33.3  47272  41425  53119                                        Tangipahoa Parish                             LA est20-la.txt 18NOV2021
22 107     1280      980     1580 30.8 23.6 38.0      469      336      602 51.4 36.8 66.0      323      224      422 46.1 31.9 60.3  33294  28396  38192                                        Tensas Parish                                 LA est20-la.txt 18NOV2021
22 109    16981    13634    20328 15.7 12.6 18.8     5285     3654     6916 19.7 13.6 25.8     3889     2723     5055 19.9 13.9 25.9  55402  51493  59311                                        Terrebonne Parish                             LA est20-la.txt 18NOV2021
22 111     5784     4994     6574 26.7 23.0 30.4     1732     1369     2095 37.2 29.4 45.0     1258     1000     1516 36.6 29.1 44.1  42342  35562  49122                                        Union Parish                                  LA est20-la.txt 18NOV2021
22 113     9052     7040    11064 15.4 12.0 18.8     3136     2084     4188 21.6 14.4 28.8     2193     1416     2970 20.3 13.1 27.5  52709  46452  58966                                        Vermilion Parish                              LA est20-la.txt 18NOV2021
22 115     7145     5822     8468 16.1 13.1 19.1     2402     1809     2995 21.1 15.9 26.3     1532     1084     1980 19.8 14.0 25.6  55124  52350  57898                                        Vernon Parish                                 LA est20-la.txt 18NOV2021
22 117     9898     7967    11829 22.5 18.1 26.9     3784     2899     4669 35.8 27.4 44.2     2653     1952     3354 34.3 25.2 43.4  38604  33032  44176                                        Washington Parish                             LA est20-la.txt 18NOV2021
22 119     7231     5875     8587 19.7 16.0 23.4     2345     1726     2964 28.1 20.7 35.5     1598     1129     2067 26.1 18.4 33.8  41747  36712  46782                                        Webster Parish                                LA est20-la.txt 18NOV2021
22 121     3823     2974     4672 14.6 11.4 17.8     1288      923     1653 20.2 14.5 25.9      913      642     1184 20.0 14.1 25.9  62919  55420  70418                                        West Baton Rouge Parish                       LA est20-la.txt 18NOV2021
22 123     2122     1645     2599 20.8 16.1 25.5      695      486      904 29.9 20.9 38.9      490      333      647 27.8 18.9 36.7  38513  32742  44284                                        West Carroll Parish                           LA est20-la.txt 18NOV2021
22 125     2217     1652     2782 21.9 16.3 27.5      468      328      608 18.7 13.1 24.3      312      209      415 16.7 11.2 22.2  58499  50761  66237                                        West Feliciana Parish                         LA est20-la.txt 18NOV2021
22 127     2744     2091     3397 22.6 17.2 28.0      783      552     1014 28.1 19.8 36.4      535      367      703 26.5 18.2 34.8  42991  38010  47972                                        Winn Parish                                   LA est20-la.txt 18NOV2021
